Title,Equipment,Level,Type_Cardio,Type_Strength,BodyPart_Abdominals,BodyPart_Abductors,BodyPart_Adductors,BodyPart_Biceps,BodyPart_Calves,BodyPart_Chest,BodyPart_Forearms,BodyPart_Glutes,BodyPart_Hamstrings,BodyPart_Lats,BodyPart_Lower Back,BodyPart_Middle Back,BodyPart_Neck,BodyPart_Quadriceps,BodyPart_Shoulders,BodyPart_Traps,BodyPart_Triceps
HM Running Lunge,Body Only,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Bulgarian Split Squat On Chair,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Burpee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Butterfly,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Alternating Lunge Push-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Comet,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Couch Stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Down Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Duck Walk,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Fragon,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Frankenstein,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Single-Leg Squat on Chair,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Single-Leg Touchdown,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Speed Skater,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Squat Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Squat Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Garland Pose,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM High Knees,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM In-And-Out Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM In-And-Out Squat Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Jumping Jack,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Jumping Knee-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Jumping Rope,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Right Calf-Spike Sumo Pulse,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Reverse Lunge with Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Left Knee-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Left-Leg Lunge And Kick-Out,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Mountain Pose,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Butt Kickers,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Right-Leg Lunge And Kick-Out,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HM Sumo Get-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AM Jump Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AM Bodyweight Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
High knees sprawl drill,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UP Bulgarian Split Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UN Forward Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UN Front Foot Elevated Split Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UNS Half-Kneeling Hip Flexor Stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UNS Low Depth Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UNS Forward-To-Reverse Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Towel Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Towel Alternating Prisoner Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Towel Alternating Lateral Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Pull-Through Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman 180 Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Foot-Elevated Knee-Up to Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Feet-Elevated Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Hands-Elevated Lunge Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Hands-Elevated Jack to Split Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Hands-Elevated Wide Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Hands-Elevated Squat Thrust to Split Jack,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Pulse,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Jump-Out Push-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Alternating Forward Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee to Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Pilates Single-Leg Stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Alternating Reverse Prisoner Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Narrow-Wide Squat Jump to 180 Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman 180 Jump to Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Imaginary Jump Rope,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Fast Feet with Hands Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Hands-Elevated Alternating Lunge Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Split Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Split Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Plyometric Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Quad Touch Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Skate,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Lunge Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Flying Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman 90-Degree Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Half Jack to 180 Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Quick Feet to Quad Touch Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Thrust to Push-Up to Super Woman,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Plyometric Jump to 180 Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Standing Heel Click to Hands Down Heel Click,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee to 180 Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Traveling Low Jack to Belly Touch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Flying Squat Thrust to Shoulder Tap,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Jump to Alternating Side Lunge Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Low Squat with Low Diagonal Dumbbell Punch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Leg Hop to Right Reverse Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Leg Hop to Left Reverse Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee to Open Stance,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Diagonal Squat Thrust to Renegade Forward Punch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Bear Crawl,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Bear Crawl to Donkey Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Bear Crawl to Froggy Push-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Bear Crawl to Shoulder Tap,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee to Tuck Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee to Flying Squat Thrust to Tuck Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Forward Lunge to Reverse Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Renegade Lunge Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Jump to Lunge Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Prisoner Reverse Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Wide-to-Narrow Squat Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Donkey Run,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Weighted Wide-to-Narrow Squat Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Wide-to-Narrow Donkey Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Mule Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Goal Post to Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Frogger Squat to Heel Click,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Stair Sprint,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Stair Bear Crawl,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee to Flying Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Flying Squat Thrust to Push-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Foot-Elevated Step-To-Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Split Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Stair Climb,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee to Flying Jack,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Reverse Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Reverse Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Tap to Hop,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Tap to Jump-Forward-Jump-Back,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Squat Hip Drive,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Alternating Double Lunge Hop,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Reverse Lunge to Front Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Leg Forward Lunge Hop,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Reverse Lunge to Front Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Leg Forward Lunge Hop,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Side Diagonal Burpee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Wide Squat Thrust,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Lunge Hop to Chest Press,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Lunge Hop to Overhead Press,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman 180 Jump Hop Forward Hop Back,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Right Split Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Left Split Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Double Squat Pulse to 180 Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Towel Left Side Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Alternating Lunge Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Lunge Jump to Squat Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holman Burpee with Belly Touch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bootstrapper squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Total Fitness Broad Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Total Fitness Lateral Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lateral shuffle,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Total Fitness Skip,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Total Fitness Spider Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spider lunge stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spider lunge with T-rotation,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Standing quad stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vertical jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
King Maker Burpee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
King Maker Explosive High Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Muscle Beach Skip,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Muscle Beach Broad Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Muscle Beach Sprint,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Muscle Beach Front Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Muscle Beach Side Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Muscle Beach Spin Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Muscle Beach Freestyle Kick,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Alternating Curtsy Lunge To Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Alternating Curtsy Lunge With High Knee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Alternating Diagonal Sprawl,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Alternating Lateral Sprawl,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Curtsy Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Frogger,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn High Knee Rotation,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Side-To-Side Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Star Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Tuck Jump With Knee Slap,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Lateral Bounding Hop,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MetaBurn Double Lunge,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Robertson Sprinter Step-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Front Kick-Through,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lunge high-knee clap,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Plyo Split Squat,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Reverse Burpee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Reverse Burpee to Regular Burpee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Reverse Burpee Tuck Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Sprawlee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Squat Hold,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Squat Jump,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR2 Squat Pulse,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sprinter burpee,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shuttle run training,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Medicine ball ninja,Medicine Ball,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Medicine Ball,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Medicine ball cowboy squat,Medicine Ball,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Medicine ball jumping jill,Medicine Ball,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alternate Leg Diagonal Bound,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sit Squats,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frog Hops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dumbbell lateral hop to sprint,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Smith machine lunge sprint,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sissy squat,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wall ball toss,Exercise Ball,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bosu Ball Squat,Exercise Ball,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Exercise ball Bulgarian split squat,Exercise Ball,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Internal Rotation with Band,Bands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Band Pull Apart,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Back Flyes - With Bands,Bands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lateral Raise - With Bands,Bands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shoulder Press - With Bands,Bands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
External Rotation with Band,Bands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FYR Band Pull-Apart,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HM Lateral Raise,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rusin Banded Over-And-Back,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rusin Banded Face Pull,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UP Band Pull-Apart,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jordan Shallow Band-Resisted Thread the Needle,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30 Shoulders Seated Banded Barbell Shoulder Press,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Band shoulder press,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Band lateral raise,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Band upright row,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Staggered-stance band shoulder press,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Single-arm banded landmine press,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Band front raise rear fly row combo,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jordan Shallow Foam Roller Thoracic Extension,Foam Roll,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jordan Shallow Thread the Needle (with Foam Roller),Foam Roll,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clean and press,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clean and jerk,Barbell,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Military press,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Seated barbell shoulder press,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Snatch-Grip Behind-The-Neck Overhead Press,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standing Bradford press,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Barbell Shoulder Press,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Barbell rear delt bent-over row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Barbell upright row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bradford/Rocky Presses,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lying rear delt fly,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Machine Shoulder (Military) Press,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standing Barbell Press Behind Neck,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Barbell front raise,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Overhead bar front raise,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Incline barbell shoulder protraction,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Behind-the-head push-press,Barbell,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rack Delivery,Barbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
